EmpID,MarriedID,MaritalStatusID,GenderID,EmpStatusID,DeptID,PerfScoreID,FromDiversityJobFairID,PayRate,Termd,PositionID,Position,State,Zip,DOB,Sex,MaritalDesc,CitizenDesc,HispanicLatino,RaceDesc,DateofHire,DateofTermination,TermReason,EmploymentStatus,Department,ManagerName,ManagerID,RecruitmentSource,PerformanceScore,EngagementSurvey,EmpSatisfaction,SpecialProjectsCount,LastPerformanceReview_Date,DaysLateLast30,Original DS,LastName_Employee,FirstName_Employee
9081112772,1,1,1,5,4,4,1,52.25,0,24,SoftwareEngineer,MA,Unknown,1979-07-05 00:00:00,M ,Married,USCitizen,No,BlackorAfricanAmerican,2012-09-01 00:00:00,2015-12-09 00:00:00,performance,VoluntarilyTerminated,Software Engineering,AlexSweetwater,10.0,DiversityJobFair,Exceeds,1.74,3,5,Unknown,Unknown,New,Malone,Sarah
9020012771,1,1,1,5,4,4,1,55.51,0,24,SoftwareEngineer,MA,Unknown,1987-04-05 00:00:00,M ,Married,USCitizen,No,Asian,2013-11-11 00:00:00,2016-01-04 00:00:00,military,VoluntarilyTerminated,Software Engineering,AlexSweetwater,10.0,DiversityJobFair,Exceeds,2.55,3,4,Unknown,Unknown,New,Blackwell,Skyler
9097972770,0,0,1,1,4,3,1,48.5,0,24,SoftwareEngineer,MA,Unknown,1979-05-24 00:00:00,M ,Single,USCitizen,No,Asian,2014-10-11 00:00:00,Unknown,N/A-stillemployed,Active,Software Engineering,AlexSweetwater,10.0,DiversityJobFair,FullyMeets,3.79,5,4,Unknown,Unknown,New,Shah,Jasmin
9081592769,0,0,1,1,4,3,0,55.0,1,23,SharedServicesManager,MA,Unknown,1984-11-06 00:00:00,M ,Single,USCitizen,No,Asian,Unknown,Unknown,N/A-stillemployed,Active,Software Engineering,AlexSweetwater,10.0,Billboard,FullyMeets,3.79,5,4,Unknown,Unknown,New,Quinn,Kole
9017342768,0,0,0,1,4,3,0,55.0,0,23,SharedServicesManager,MA,Unknown,1984-06-10 00:00:00,F,Single,USCitizen,No,Asian,2016-05-01 00:00:00,Unknown,N/A-stillemployed,Active,Software Engineering,AlexSweetwater,10.0,Billboard,FullyMeets,3.79,3,4,Unknown,Unknown,New,Jackson,Ansley
9048262767,0,0,0,1,1,3,0,55.0,0,22,SeniorBIDeveloper,MA,Unknown,1981-07-08 00:00:00,F,Single,USCitizen,No,Asian,Unknown,Unknown,N/A-stillemployed,Active,Admin Offices,AlexSweetwater,10.0,DiversityJobFair,FullyMeets,4.15,3,4,Unknown,Unknown,New,Reese,Jayda
9060562766,0,0,0,1,1,3,1,55.0,0,22,SeniorBIDeveloper,MA,Unknown,1970-04-25 00:00:00,F,Single,USCitizen,No,White,2017-10-02 00:00:00,Unknown,N/A-stillemployed,Active,Admin Offices,AlexSweetwater,10.0,DiversityJobFair,FullyMeets,4.15,3,0,Unknown,Unknown,New,Whitehead,Julien
9074872765,0,0,0,1,1,3,0,50.25,0,22,SeniorBIDeveloper,MA,Unknown,1987-06-14 00:00:00,F,Single,USCitizen,No,Asian,2016-02-10 00:00:00,Unknown,N/A-stillemployed,Active,Admin Offices,AlexSweetwater,10.0,Monster.com,FullyMeets,4.15,4,0,Unknown,Unknown,New,Haynes,Alan
9028822764,0,0,1,1,1,3,0,50.25,0,21,SalesManager,MA,Unknown,1984-08-16 00:00:00,M ,Single,USCitizen,No,Asian,Unknown,Unknown,N/A-stillemployed,Active,Admin Offices,BrianChampaigne,13.0,Monster.com,FullyMeets,4.15,4,0,Unknown,Unknown,New,Blanchard,Landen
9013642763,0,0,1,1,1,3,0,50.25,1,21,SalesManager,MA,Unknown,1989-11-11 00:00:00,M ,Single,USCitizen,No,Asian,2011-07-11 00:00:00,Unknown,N/A-stillemployed,Active,Admin Offices,BrianChampaigne,13.0,Monster.com,FullyMeets,4.15,4,6,Unknown,Unknown,New,Norman,Leroy
9011462762,0,0,1,1,6,3,0,50.25,0,21,SalesManager,MA,Unknown,1990-04-19 00:00:00,M ,Single,USCitizen,No,Asian,2014-05-05 00:00:00,Unknown,N/A-stillemployed,Active,Sales,BrianChampaigne,13.0,Indeed,FullyMeets,2.09,4,6,Unknown,Unknown,New,Pineda,Nikhil
9071892761,0,0,1,5,6,3,0,54.0,1,20,ProductionTechnicianII,MA,Unknown,1975-09-16 00:00:00,M ,Single,USCitizen,No,BlackorAfricanAmerican,Unknown,Unknown,military,VoluntarilyTerminated,Sales,DebraHoulihan,15.0,Indeed,FullyMeets,2.09,4,6,Unknown,Unknown,New,Lozano,Jordin
9028122760,0,0,0,5,6,3,0,54.0,1,20,ProductionTechnicianII,PA,Unknown,1952-02-11 00:00:00,F,Single,USCitizen,No,BlackorAfricanAmerican,Unknown,Unknown,unhappy,VoluntarilyTerminated,Sales,DebraHoulihan,15.0,Indeed,FullyMeets,4.62,4,0,Unknown,Unknown,New,Gross,Ronald
9089342759,0,0,0,5,6,3,0,25.0,0,20,ProductionTechnicianII,PA,Unknown,1976-08-25 00:00:00,F,Single,USCitizen,No,White,2016-11-05 00:00:00,Unknown,careerchange,VoluntarilyTerminated,Sales,DebraHoulihan,15.0,Indeed,FullyMeets,4.62,4,0,Unknown,Unknown,New,Choi,Maryjane
9010672758,0,0,0,5,5,3,0,25.0,0,20,ProductionTechnicianII,MA,Unknown,1992-05-07 00:00:00,F,Single,USCitizen,No,White,2015-05-06 00:00:00,Unknown,relocationoutofarea,VoluntarilyTerminated,Production       ,nan,0.0,DiversityJobFair,FullyMeets,4.62,4,0,Unknown,Unknown,New,Villarreal,Dillon
9044462757,0,3,0,5,5,3,0,28.0,0,20,ProductionTechnicianII,MA,Unknown,1987-09-27 00:00:00,F,Separated,USCitizen,No,Asian,Unknown,Unknown,Anotherposition,VoluntarilyTerminated,Production       ,nan,0.0,Newspager/Magazine,FullyMeets,5.0,4,0,Unknown,Unknown,New,Chandler,Arjun
9034882756,0,3,0,2,5,3,0,24.0,0,20,ProductionTechnicianII,MA,Unknown,1983-07-28 00:00:00,F,Separated,USCitizen,No,Asian,Unknown,Unknown,N/A-stillemployed,FutureStart,Production       ,nan,0.0,Newspager/Magazine,FullyMeets,5.0,3,0,Unknown,Unknown,New,House,Madalynn
9061812755,0,3,0,2,5,3,0,24.0,1,20,ProductionTechnicianII,MA,Unknown,1987-11-25 00:00:00,F,Separated,USCitizen,No,Asian,Unknown,Unknown,N/A-stillemployed,FutureStart,Production       ,nan,0.0,Newspager/Magazine,FullyMeets,2.63,3,0,Unknown,Unknown,New,Richardson,Gabrielle
9027932754,0,3,0,2,5,3,0,24.0,0,20,ProductionTechnicianII,MA,Unknown,1974-12-01 00:00:00,F,Separated,USCitizen,No,Asian,Unknown,Unknown,N/A-stillemployed,FutureStart,Production       ,MichaelAlbert,22.0,VendorReferral,FullyMeets,3.19,4,0,Unknown,Unknown,New,Monroe,Brenton
9063642753,0,3,0,5,5,3,0,23.0,1,20,ProductionTechnicianII,MA,Unknown,1976-12-26 00:00:00,F,Separated,USCitizen,No,Asian,2013-08-07 00:00:00,Unknown,moremoney,VoluntarilyTerminated,Production       ,MichaelAlbert,22.0,VendorReferral,FullyMeets,3.19,4,0,Unknown,Unknown,New,Rocha,Derick
9029552752,0,3,0,5,5,3,0,23.0,1,20,ProductionTechnicianII,MA,Unknown,1984-02-16 00:00:00,F,Separated,USCitizen,No,White,Unknown,2012-07-04 00:00:00,relocationoutofarea,VoluntarilyTerminated,Production       ,MichaelAlbert,22.0,Monster.com,FullyMeets,3.19,4,0,Unknown,Unknown,New,Weeks,Elaine
9044092751,0,3,0,5,5,3,0,23.0,0,20,ProductionTechnicianII,MA,Unknown,1989-08-25 00:00:00,F,Separated,USCitizen,No,BlackorAfricanAmerican,2014-07-07 00:00:00,Unknown,Anotherposition,VoluntarilyTerminated,Production       ,MichaelAlbert,22.0,Monster.com,FullyMeets,3.19,5,0,Unknown,Unknown,New,Dixon,Marely
9053012750,0,3,0,5,5,3,0,28.0,0,20,ProductionTechnicianII,MA,Unknown,1990-09-21 00:00:00,F,Separated,USCitizen,No,BlackorAfricanAmerican,2011-04-04 00:00:00,Unknown,unhappy,VoluntarilyTerminated,Production       ,MichaelAlbert,22.0,On-campusRecruiting,FullyMeets,4.65,5,0,Unknown,Unknown,New,Henson,Keagan
9044442749,0,3,0,5,5,2,0,27.0,0,20,ProductionTechnicianII,MA,Unknown,1985-05-11 00:00:00,F,Separated,USCitizen,No,BlackorAfricanAmerican,2014-07-07 00:00:00,Unknown,attendance,VoluntarilyTerminated,Production       ,MichaelAlbert,22.0,Monster.com,NeedsImprovement,3.03,5,0,Unknown,Unknown,New,Davenport,Helena
9021392748,0,3,0,5,5,2,0,27.0,1,20,ProductionTechnicianII,MA,Unknown,1972-07-03 00:00:00,F,Separated,USCitizen,No,BlackorAfricanAmerican,2011-05-07 00:00:00,2012-08-02 00:00:00,Anotherposition,VoluntarilyTerminated,Production       ,MichaelAlbert,22.0,Monster.com,NeedsImprovement,3.03,5,0,Unknown,Unknown,New,Aguirre,Houston
9057652747,1,1,0,1,5,2,0,25.0,0,20,ProductionTechnicianII,MA,Unknown,1970-04-24 00:00:00,F,Married,USCitizen,No,White,Unknown,Unknown,N/A-stillemployed,Active,Production       ,MichaelAlbert,22.0,Monster.com,NeedsImprovement,1.16,5,0,Unknown,Unknown,New,Owen,Kane
9098022746,1,1,0,1,5,4,0,25.0,1,20,ProductionTechnicianII,MA,Unknown,1984-05-09 00:00:00,F,Married,USCitizen,No,White,2012-02-04 00:00:00,Unknown,N/A-stillemployed,Active,Production       ,KissySullivan,20.0,Monster.com,Exceeds,2.48,5,0,Unknown,Unknown,New,Walton,Landin
9038862745,1,1,1,5,5,4,0,25.0,0,20,ProductionTechnicianII,MA,Unknown,1983-12-08 00:00:00,M ,Married,USCitizen,No,BlackorAfricanAmerican,Unknown,2015-12-09 00:00:00,unhappy,VoluntarilyTerminated,Production       ,KissySullivan,20.0,VendorReferral,Exceeds,2.48,3,0,Unknown,Unknown,New,Mayo,Landon
9077382744,1,1,1,5,5,4,0,28.0,0,20,ProductionTechnicianII,MA,Unknown,1979-09-14 00:00:00,M ,Married,USCitizen,No,BlackorAfricanAmerican,2011-07-11 00:00:00,Unknown,moremoney,VoluntarilyTerminated,Production       ,KissySullivan,20.0,Billboard,Exceeds,2.48,3,0,Unknown,Unknown,New,Estes,Abby
9011422743,1,1,1,5,5,3,0,28.0,1,20,ProductionTechnicianII,MA,Unknown,1988-09-19 00:00:00,M ,Married,USCitizen,No,Twoormoreraces,2011-05-07 00:00:00,Unknown,hours,VoluntarilyTerminated,Production       ,KissySullivan,20.0,Billboard,FullyMeets,2.48,3,0,Unknown,Unknown,New,Pena,Rachael
9061012742,1,1,0,5,5,3,0,28.0,0,20,ProductionTechnicianII,MA,Unknown,1976-02-10 00:00:00,F,Married,USCitizen,No,Twoormoreraces,Unknown,2016-08-02 00:00:00,returntoschool,VoluntarilyTerminated,Production       ,KissySullivan,20.0,Newspager/Magazine,FullyMeets,2.48,3,0,Unknown,Unknown,New,Fritz,Kyan
9012012741,0,0,0,5,5,3,0,22.0,1,20,ProductionTechnicianII,MA,Unknown,1986-08-17 00:00:00,F,Single,USCitizen,No,Twoormoreraces,Unknown,2012-04-02 00:00:00,moremoney,VoluntarilyTerminated,Production       ,KissySullivan,20.0,Newspager/Magazine,FullyMeets,2.48,3,0,Unknown,Unknown,New,Vega,Lana
9072212740,1,1,0,5,5,3,0,26.0,0,20,ProductionTechnicianII,MA,Unknown,1987-05-21 00:00:00,F,Married,USCitizen,No,Twoormoreraces,Unknown,2015-12-09 00:00:00,Anotherposition,VoluntarilyTerminated,Production       ,KetsiaLiebig,19.0,Newspager/Magazine,FullyMeets,2.48,5,0,Unknown,Unknown,New,Dougherty,Reginald
9013032739,1,1,0,5,5,3,0,26.0,0,20,ProductionTechnicianII,MA,Unknown,1986-11-06 00:00:00,F,Married,USCitizen,No,Twoormoreraces,2011-05-07 00:00:00,Unknown,moremoney,VoluntarilyTerminated,Production       ,KetsiaLiebig,19.0,Newspager/Magazine,FullyMeets,3.11,5,0,Unknown,Unknown,New,Greer,Paul
9062012738,1,1,0,1,5,4,0,24.0,1,20,ProductionTechnicianII,MA,Unknown,1983-11-08 00:00:00,F,Married,USCitizen,No,Twoormoreraces,2011-04-04 00:00:00,Unknown,N/A-stillemployed,Active,Production       ,KetsiaLiebig,19.0,PayPerClick-Google,Exceeds,1.79,5,0,Unknown,Unknown,New,Velez,Tiara
9001232737,1,1,0,1,5,3,0,24.0,0,20,ProductionTechnicianII,MA,Unknown,1977-08-19 00:00:00,F,Married,USCitizen,No,AmericanIndianorAlaskaNative,2011-04-04 00:00:00,Unknown,N/A-stillemployed,Active,Production       ,KetsiaLiebig,19.0,PayPerClick-Google,FullyMeets,1.79,5,0,Unknown,Unknown,New,Wilson,Mareli
9018032736,0,0,0,5,5,3,0,29.0,0,20,ProductionTechnicianII,MA,Unknown,1986-04-26 00:00:00,F,Single,USCitizen,No,AmericanIndianorAlaskaNative,Unknown,Unknown,Anotherposition,VoluntarilyTerminated,Production       ,KetsiaLiebig,19.0,Monster.com,FullyMeets,1.79,4,0,Unknown,Unknown,New,Underwood,Efrain
9047362735,0,0,0,1,5,3,0,29.0,0,20,ProductionTechnicianII,MA,Unknown,1976-12-03 00:00:00,F,Single,USCitizen,No,AmericanIndianorAlaskaNative,2012-09-01 00:00:00,Unknown,N/A-stillemployed,Active,Production       ,KetsiaLiebig,19.0,Monster.com,FullyMeets,4.6,3,0,Unknown,Unknown,New,Powell,Madeline
9053332734,1,1,0,1,5,3,0,29.0,0,20,ProductionTechnicianII,MA,Unknown,1979-03-19 00:00:00,F,Married,USCitizen,No,AmericanIndianorAlaskaNative,2013-08-07 00:00:00,Unknown,N/A-stillemployed,Active,Production       ,KetsiaLiebig,19.0,Monster.com,FullyMeets,4.6,3,0,Unknown,Unknown,New,Goodman,Alfred
9065172733,1,1,1,1,5,3,0,26.0,1,20,ProductionTechnicianII,MA,Unknown,1972-08-27 00:00:00,M ,Married,USCitizen,No,AmericanIndianorAlaskaNative,2011-10-01 00:00:00,Unknown,N/A-stillemployed,Active,Production       ,KelleySpirea,18.0,Monster.com,FullyMeets,2.5,3,0,Unknown,Unknown,New,Sellers,Lorelei
9078432732,0,0,1,1,5,3,0,24.0,0,20,ProductionTechnicianII,MA,Unknown,1988-08-10 00:00:00,M ,Single,USCitizen,No,Hispanic,2013-11-11 00:00:00,Unknown,N/A-stillemployed,Active,Production       ,KelleySpirea,18.0,Monster.com,FullyMeets,2.5,3,0,Unknown,Unknown,New,Riddle,Gillian
9069182731,0,0,1,3,5,3,0,29.0,1,20,ProductionTechnicianII,MA,Unknown,1951-02-25 00:00:00,M ,Single,USCitizen,No,Hispanic,2011-04-04 00:00:00,Unknown,moremoney,LeaveofAbsence,Production       ,KelleySpirea,18.0,Monster.com,FullyMeets,5.0,3,0,Unknown,Unknown,New,White,Atticus
9033942730,0,0,0,5,5,3,0,29.0,0,20,ProductionTechnicianII,MA,Unknown,1966-04-17 00:00:00,F,Single,USCitizen,No,Hispanic,Unknown,Unknown,moremoney,VoluntarilyTerminated,Production       ,KelleySpirea,18.0,Monster.com,FullyMeets,5.0,3,0,Unknown,Unknown,New,Nunez,Virginia
9021312729,0,0,0,5,5,3,0,29.0,1,20,ProductionTechnicianII,MA,Unknown,1953-05-24 00:00:00,F,Single,USCitizen,No,Hispanic,Unknown,2012-08-07 00:00:00,Anotherposition,VoluntarilyTerminated,Production       ,KelleySpirea,18.0,Newspager/Magazine,FullyMeets,5.0,3,0,Unknown,Unknown,New,Taylor,Caden
9029072728,0,0,0,5,5,3,0,29.0,0,20,ProductionTechnicianII,MA,Unknown,1963-10-30 00:00:00,F,Single,USCitizen,No,White,Unknown,Unknown,unhappy,VoluntarilyTerminated,Production       ,KelleySpirea,18.0,Newspager/Magazine,FullyMeets,5.0,3,0,Unknown,Unknown,New,Leach,Brooks
9008402727,0,0,0,5,5,3,0,22.0,0,20,ProductionTechnicianII,MA,Unknown,1985-11-23 00:00:00,F,Single,USCitizen,No,White,2014-10-11 00:00:00,Unknown,relocationoutofarea,VoluntarilyTerminated,Production       ,ElijiahGray,16.0,Newspager/Magazine,FullyMeets,5.0,3,0,Unknown,Unknown,New,Stephens,Alec
9026582726,0,0,0,1,5,3,0,22.0,0,20,ProductionTechnicianII,MA,Unknown,1982-03-28 00:00:00,F,Single,USCitizen,No,White,Unknown,Unknown,N/A-stillemployed,Active,Production       ,ElijiahGray,16.0,PayPerClick-Google,FullyMeets,2.7,5,0,Unknown,Unknown,New,Weber,Adriana
9091342725,0,0,0,1,5,3,0,22.0,0,20,ProductionTechnicianII,MA,Unknown,1984-03-11 00:00:00,F,Single,USCitizen,No,White,2016-06-06 00:00:00,Unknown,N/A-Hasnotstartedyet,Active,Production       ,ElijiahGray,16.0,PayPerClick-Google,FullyMeets,4.53,3,0,Unknown,Unknown,New,Hensley,Lola
9072722724,0,0,0,1,5,3,0,25.0,0,20,ProductionTechnicianII,MA,Unknown,1978-09-22 00:00:00,F,Single,USCitizen,No,White,2014-07-07 00:00:00,Unknown,N/A-stillemployed,Active,Production       ,ElijiahGray,16.0,PayPerClick-Google,FullyMeets,1.49,3,0,Unknown,Unknown,New,Delgado,Shamar
9093572723,1,1,0,1,5,3,0,25.0,1,20,ProductionTechnicianII,MA,Unknown,1967-01-16 00:00:00,F,Married,USCitizen,No,White,2011-10-01 00:00:00,Unknown,N/A-stillemployed,Active,Production       ,ElijiahGray,16.0,PayPerClick-Google,FullyMeets,1.49,3,0,Unknown,Unknown,New,Huang,Emmanuel
9053452722,1,1,0,1,5,3,0,27.0,0,20,ProductionTechnicianII,MA,Unknown,1985-04-20 00:00:00,F,Married,USCitizen,No,White,Unknown,Unknown,N/A-stillemployed,Active,Production       ,ElijiahGray,16.0,VendorReferral,FullyMeets,1.49,5,0,Unknown,Unknown,New,Decker,Brenna
9081672721,0,0,0,1,5,3,0,27.0,1,20,ProductionTechnicianII,MA,Unknown,1981-09-05 00:00:00,F,Single,USCitizen,No,White,Unknown,Unknown,N/A-stillemployed,Active,Production       ,ElijiahGray,16.0,VendorReferral,FullyMeets,3.4,5,0,Unknown,Unknown,New,Wolfe,Averie
9012612720,0,0,0,1,5,3,0,26.0,0,20,ProductionTechnicianII,MA,Unknown,1992-08-17 00:00:00,F,Single,USCitizen,No,White,2011-07-11 00:00:00,Unknown,N/A-stillemployed,Active,Production       ,ElijiahGray,16.0,VendorReferral,FullyMeets,3.4,5,0,Unknown,Unknown,New,Marsh,Gaige
9002832719,0,2,0,1,5,3,0,27.0,1,20,ProductionTechnicianII,MA,Unknown,1979-07-25 00:00:00,F,Divorced,USCitizen,No,White,2013-07-01 00:00:00,Unknown,N/A-stillemployed,Active,Production       ,ElijiahGray,16.0,ProfessionalSociety,FullyMeets,3.4,3,0,Unknown,Unknown,New,Ross,Karli
9056312718,0,2,0,1,5,3,0,27.0,0,20,ProductionTechnicianII,MA,Unknown,1986-05-25 00:00:00,F,Divorced,EligibleNonCitizen,No,White,2014-12-05 00:00:00,Unknown,N/A-stillemployed,Active,Production       ,ElijiahGray,16.0,SearchEngine-GoogleBingYahoo,FullyMeets,3.4,3,0,Unknown,Unknown,New,Beasley,Amiyah
9031202717,0,2,0,1,5,3,0,24.25,1,20,ProductionTechnicianII,MA,Unknown,1978-11-25 00:00:00,F,Divorced,EligibleNonCitizen,No,White,Unknown,Unknown,N/A-stillemployed,Active,Production       ,ElijiahGray,16.0,SearchEngine-GoogleBingYahoo,FullyMeets,3.4,3,0,Unknown,Unknown,New,Gibbs,Kayla
9005182716,1,1,0,5,5,3,0,24.25,1,20,ProductionTechnicianII,MA,Unknown,1958-11-07 00:00:00,F,Married,EligibleNonCitizen,No,Asian,2013-07-01 00:00:00,Unknown,retiring,VoluntarilyTerminated,Production       ,DavidStanley,14.0,ProfessionalSociety,FullyMeets,3.4,3,0,Unknown,Unknown,New,Coffey,Haiden
9003022715,1,1,1,5,5,3,0,24.25,0,20,ProductionTechnicianII,MA,Unknown,1979-03-10 00:00:00,M ,Married,EligibleNonCitizen,No,White,2012-02-04 00:00:00,2015-01-09 00:00:00,moremoney,VoluntarilyTerminated,Production       ,BrannonMiller,12.0,ProfessionalSociety,FullyMeets,2.04,3,0,Unknown,Unknown,New,Duffy,Jean
9068522714,1,1,1,5,5,3,0,24.25,1,20,ProductionTechnicianII,MA,Unknown,1985-06-29 00:00:00,M ,Married,USCitizen,No,White,Unknown,2014-04-09 00:00:00,unhappy,VoluntarilyTerminated,Production       ,BrannonMiller,12.0,ProfessionalSociety,FullyMeets,2.04,3,0,Unknown,Unknown,New,Doyle,Campbell
9058722713,1,1,0,5,5,3,0,24.25,0,20,ProductionTechnicianII,MA,Unknown,1969-09-08 00:00:00,F,Married,USCitizen,No,White,2014-07-07 00:00:00,2016-01-04 00:00:00,maternityleave-didnotreturn,VoluntarilyTerminated,Production       ,BrannonMiller,12.0,MBTAads,FullyMeets,2.04,3,0,Unknown,Unknown,New,Vincent,Deven
9095762712,1,1,0,5,5,1,0,29.0,1,20,ProductionTechnicianII,MA,Unknown,1964-10-12 00:00:00,F,Married,USCitizen,No,White,Unknown,Unknown,careerchange,VoluntarilyTerminated,Production       ,BrannonMiller,12.0,MBTAads,PIP,1.3,3,0,Unknown,Unknown,New,Downs,Evangeline
9013922711,0,0,0,5,5,1,0,29.0,1,20,ProductionTechnicianII,MA,Unknown,1981-08-31 00:00:00,F,Single,USCitizen,No,White,Unknown,2013-07-01 00:00:00,unhappy,VoluntarilyTerminated,Production       ,BrannonMiller,12.0,MBTAads,PIP,5.0,3,0,Unknown,Unknown,New,Ali,Kaley
9001682710,0,0,1,5,5,1,0,29.0,1,20,ProductionTechnicianII,MA,Unknown,1985-03-15 00:00:00,M ,Single,USCitizen,No,White,2011-10-01 00:00:00,2012-02-07 00:00:00,unhappy,VoluntarilyTerminated,Production       ,BrannonMiller,12.0,MBTAads,PIP,5.0,3,0,Unknown,Unknown,New,Bernard,Madeline
9079892709,1,1,1,5,5,4,0,29.0,1,20,ProductionTechnicianII,MA,Unknown,1989-07-18 00:00:00,M ,Married,USCitizen,No,White,2011-05-07 00:00:00,Unknown,unhappy,VoluntarilyTerminated,Production       ,AmyDunn,11.0,WordofMouth,Exceeds,5.0,3,0,Unknown,Unknown,New,Bridges,Lamont
9043742708,1,1,1,5,5,4,0,29.0,1,20,ProductionTechnicianII,MA,Unknown,1986-12-10 00:00:00,M ,Married,USCitizen,No,White,2011-05-07 00:00:00,Unknown,Anotherposition,VoluntarilyTerminated,Production       ,AmyDunn,11.0,WordofMouth,Exceeds,1.3,3,0,Unknown,Unknown,New,Richard,Gretchen
9061292707,1,1,1,5,5,3,0,23.0,1,20,ProductionTechnicianII,MA,Unknown,1976-09-22 00:00:00,M ,Married,USCitizen,No,White,Unknown,2013-01-04 00:00:00,unhappy,VoluntarilyTerminated,Production       ,AmyDunn,11.0,WordofMouth,FullyMeets,1.3,4,0,Unknown,Unknown,New,Hart,Axel
9072502706,1,1,0,5,5,3,0,23.0,1,20,ProductionTechnicianII,MA,Unknown,1981-10-01 00:00:00,F,Married,USCitizen,No,Twoormoreraces,Unknown,Unknown,hours,VoluntarilyTerminated,Production       ,AmyDunn,11.0,VendorReferral,FullyMeets,1.3,4,0,Unknown,Unknown,New,Escobar,Emma
9078662705,1,1,0,5,5,3,0,29.0,0,20,ProductionTechnicianII,MA,Unknown,1980-03-02 00:00:00,F,Married,USCitizen,No,Twoormoreraces,2012-05-03 00:00:00,Unknown,retiring,VoluntarilyTerminated,Production       ,AmyDunn,11.0,SearchEngine-GoogleBingYahoo,FullyMeets,1.03,4,0,Unknown,Unknown,New,Craig,Maximilian
9093812704,1,1,0,5,5,3,0,29.0,1,19,ProductionTechnicianI,MA,Unknown,1987-05-24 00:00:00,F,Married,USCitizen,No,Twoormoreraces,2011-10-01 00:00:00,Unknown,hours,VoluntarilyTerminated,Production       ,AmyDunn,11.0,SearchEngine-GoogleBingYahoo,FullyMeets,4.76,4,0,Unknown,Unknown,New,Padilla,Erik
9072522703,0,0,0,5,5,3,0,29.0,1,19,ProductionTechnicianI,MA,Unknown,1975-04-03 00:00:00,F,Single,USCitizen,No,Twoormoreraces,Unknown,2013-01-04 00:00:00,Anotherposition,VoluntarilyTerminated,Production       ,AmyDunn,11.0,SearchEngine-GoogleBingYahoo,FullyMeets,4.51,4,0,Unknown,Unknown,New,Duffy,Gilbert
9078452702,0,0,0,5,5,3,1,25.0,0,19,ProductionTechnicianI,MA,Unknown,1975-03-10 00:00:00,F,Single,USCitizen,No,Twoormoreraces,Unknown,2015-12-09 00:00:00,careerchange,VoluntarilyTerminated,Production       ,WebsterButler,39.0,EmployeeReferral,FullyMeets,4.51,4,0,Unknown,Unknown,New,Chambers,Gordon
9009482701,0,0,0,5,5,3,1,15.0,0,19,ProductionTechnicianI,MA,Unknown,1973-01-12 00:00:00,F,Single,USCitizen,No,Twoormoreraces,Unknown,2014-11-01 00:00:00,Anotherposition,VoluntarilyTerminated,Production       ,WebsterButler,39.0,Newspager/Magazine,FullyMeets,4.51,5,0,Unknown,Unknown,New,Holder,Jagger
9091032700,1,1,0,5,5,3,1,15.0,1,19,ProductionTechnicianI,MA,Unknown,1988-03-17 00:00:00,F,Married,USCitizen,No,Twoormoreraces,2011-10-01 00:00:00,Unknown,careerchange,VoluntarilyTerminated,Production       ,WebsterButler,39.0,Newspager/Magazine,FullyMeets,2.52,5,0,Unknown,Unknown,New,Walton,Antonio
9058612699,1,1,0,5,5,3,1,24.0,1,19,ProductionTechnicianI,MA,Unknown,1989-05-02 00:00:00,F,Married,USCitizen,No,Asian,Unknown,2014-04-04 00:00:00,returntoschool,VoluntarilyTerminated,Production       ,WebsterButler,39.0,SearchEngine-GoogleBingYahoo,FullyMeets,2.52,5,0,Unknown,Unknown,New,Pace,Isai
9074252698,1,1,1,1,5,2,0,24.0,1,19,ProductionTechnicianI,MA,Unknown,1973-02-14 00:00:00,M ,Married,USCitizen,No,Asian,2011-07-11 00:00:00,Unknown,N/A-stillemployed,Active,Production       ,WebsterButler,39.0,SearchEngine-GoogleBingYahoo,NeedsImprovement,2.52,5,0,Unknown,Unknown,New,Flynn,Yusuf
9060152697,0,0,1,1,5,3,0,18.0,1,19,ProductionTechnicianI,MA,Unknown,1973-12-08 00:00:00,M ,Single,USCitizen,No,Asian,Unknown,Unknown,N/A-stillemployed,Active,Production       ,WebsterButler,39.0,DiversityJobFair,FullyMeets,3.54,5,0,Unknown,Unknown,New,Ayala,Zion
9000622696,0,0,1,1,5,4,0,18.0,1,19,ProductionTechnicianI,MA,Unknown,1952-08-18 00:00:00,M ,Single,USCitizen,No,Asian,2012-09-01 00:00:00,Unknown,N/A-stillemployed,Active,Production       ,WebsterButler,39.0,DiversityJobFair,Exceeds,3.54,5,0,Unknown,Unknown,New,Cherry,Connor
9070012695,0,0,0,5,5,4,0,19.75,1,19,ProductionTechnicianI,MA,Unknown,1974-08-09 00:00:00,F,Single,USCitizen,Yes,BlackorAfricanAmerican,2012-02-04 00:00:00,Unknown,military,VoluntarilyTerminated,Production       ,WebsterButler,39.0,DiversityJobFair,Exceeds,3.54,4,0,Unknown,Unknown,New,Mercer,Keshawn
9024532694,1,1,0,5,5,4,0,19.75,1,19,ProductionTechnicianI,MA,Unknown,1955-04-14 00:00:00,F,Married,USCitizen,Yes,White,2011-07-11 00:00:00,Unknown,military,VoluntarilyTerminated,Production       ,WebsterButler,39.0,SearchEngine-GoogleBingYahoo,Exceeds,3.54,4,0,Unknown,Unknown,New,Mcbride,Lyla
